capture_id,snr_db,frequency_drift_hz,drift_rate_hz_per_second,smoothness_score,valid_signal_ratio,peak_power,mean_power,occupied_bandwidth_hz,signal_duration_seconds,label,is_synthetic,source_file,sample_rate_hz,nperseg,noverlap,notes,recording_id
rsp03_t1_RSP-03_01_w0000,14.363843864190462,0.0,0.0,49889.03635433661,1.0,-35.91867436570191,-60.74103847886857,741210.9375,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_01.raw#samples=0-1000000,1000000.0,1024,512,known-carrier label: on_fraction=0.55 at +1.0 kHz; rule_detector=0,rsp03_t1
rsp03_t4_RSP-03_4_w0017,26.1285691327448,976.5625,977.626157259098,47908.89668882,1.0,-29.73337360640307,-65.0105305209043,738281.25,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=17000000-18000000,1000000.0,1024,512,known-carrier label: on_fraction=0.61 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0018,11.9665258549787,27343.75,27373.53240325474,57438.45594702296,1.0,-41.93591536989093,-60.91809069504079,739257.8125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=18000000-19000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0019,23.216454025655988,99609.375,99717.868040428,35272.99358226481,1.0,-29.774359210254232,-63.53473304162544,745117.1875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=19000000-20000000,1000000.0,1024,512,known-carrier label: on_fraction=0.50 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0020,32.27011288659463,34179.6875,34216.91550406843,5718.290301955168,1.0,-30.62437994498682,-67.1145913902439,748046.875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=20000000-21000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=1,rsp03_t4
rsp03_t4_RSP-03_4_w0021,29.24617873582488,0.0,0.0,6039.958417429751,1.0,-30.86091506527029,-65.15511118930586,752929.6875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=21000000-22000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0022,29.76048345667172,189453.125,189659.47450826492,28436.474268855123,1.0,-29.94752038415312,-66.02613400309743,743164.0625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=22000000-23000000,1000000.0,1024,512,known-carrier label: on_fraction=0.86 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0023,14.497163852909974,60546.875,60612.82175006407,34162.6434949476,1.0,-32.432406254152106,-61.021263120888825,739257.8125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=23000000-24000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0025,27.062721779555805,3906.25,3910.504629036392,17345.1627154719,1.0,-30.077504902721124,-63.3022532525477,820312.5,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=25000000-26000000,1000000.0,1024,512,known-carrier label: on_fraction=0.54 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0026,24.84577293595398,3906.25,3910.504629036392,19620.817199593654,1.0,-30.82646951336807,-62.4281087042878,787109.375,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=26000000-27000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0027,24.35560448646238,9765.625,9776.261572590978,14260.739849566728,1.0,-30.935143927089733,-62.38038215204628,791015.625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=27000000-28000000,1000000.0,1024,512,known-carrier label: on_fraction=0.96 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t4_RSP-03_4_w0028,33.711849299916466,0.0,0.0,7473.535817571679,1.0,-28.731152380399703,-65.78556929884192,773925.78125,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=28000000-29000000,1000000.0,1024,512,known-carrier label: on_fraction=1.00 at -1.0 kHz; rule_detector=0,rsp03_t4
rsp03_t5_RSP-03_5_w0000,11.48384447675209,394531.25,394960.96753267554,74131.48651788969,1.0,-44.82909964116708,-60.65225781505463,741210.9375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=0-1000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0001,12.740799866921488,90820.3125,90919.2326250961,51081.17506557082,1.0,-37.22634803870525,-60.48918227477868,745117.1875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=1000000-2000000,1000000.0,1024,512,known-carrier label: on_fraction=0.40 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0002,15.54926482656314,227539.0625,227786.8946413698,33263.262306098244,1.0,-37.55101287470028,-60.6638339393454,743164.0625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=2000000-3000000,1000000.0,1024,512,known-carrier label: on_fraction=0.68 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0003,15.350200136233475,81054.6875,81142.97105250512,52234.44294913813,1.0,-37.06291976525792,-60.925474999691225,742187.5,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=3000000-4000000,1000000.0,1024,512,known-carrier label: on_fraction=0.45 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0004,11.644736909009511,73242.1875,73321.96179443234,71461.10093705924,1.0,-44.66553894046432,-61.06165849381162,739257.8125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=4000000-5000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0005,11.626725393430426,21484.375,21507.775459700155,78589.85476571866,1.0,-44.63500763760124,-60.84160969344026,741210.9375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=5000000-6000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0006,11.720144915020194,4882.8125,4888.130786295489,69720.80329046072,1.0,-45.40747109353093,-60.95322639820315,740234.375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=6000000-7000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0007,12.106854220591504,163085.9375,163263.56826226934,72602.20386450876,1.0,-32.043478081841975,-61.38920604654143,737304.6875,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=7000000-8000000,1000000.0,1024,512,known-carrier label: on_fraction=0.09 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0008,15.536284908093664,303710.9375,304041.73490757943,47870.29567242647,1.0,-36.13669290566087,-61.22193308148636,740234.375,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=8000000-9000000,1000000.0,1024,512,known-carrier label: on_fraction=0.48 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0009,16.006684173083055,249023.4375,249294.67010107,32223.54901193181,1.0,-36.98097304491839,-61.16730975973037,742187.5,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=9000000-10000000,1000000.0,1024,512,known-carrier label: on_fraction=0.65 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0010,13.41674068580949,252929.6875,253205.17473010637,56700.74740568036,1.0,-37.43050921425643,-60.812752069962805,745117.1875,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=10000000-11000000,1000000.0,1024,512,known-carrier label: on_fraction=0.31 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0011,11.837095620074578,582031.25,582665.1897264223,72373.19561384855,1.0,-44.508930672323615,-60.59187532424392,746093.75,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=11000000-12000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0012,11.84665191948299,309570.3125,309907.49185113405,70786.57728178265,1.0,-44.80374904437386,-61.10633446965123,741210.9375,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=12000000-13000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0013,11.797768378630597,176757.8125,176950.33446389672,71326.46054131004,1.0,-45.94616467668394,-61.69093326689855,734375.0,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=13000000-14000000,1000000.0,1024,512,known-carrier label: on_fraction=0.07 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0014,11.866786032524022,80078.125,80165.34489524603,64684.252484165154,1.0,-39.54395164484025,-61.66645648927813,735351.5625,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=14000000-15000000,1000000.0,1024,512,known-carrier label: on_fraction=0.07 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0015,11.951402602188605,353515.625,353900.66892779345,68878.84299198973,1.0,-43.97359577051332,-61.80720162587143,736328.125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=15000000-16000000,1000000.0,1024,512,known-carrier label: on_fraction=0.07 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0016,15.62437261692086,976.5625,977.626157259098,38067.70817714212,1.0,-37.11993787023808,-61.68629749236796,735351.5625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=16000000-17000000,1000000.0,1024,512,known-carrier label: on_fraction=0.55 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0018,11.798156234347768,388671.875,389095.210589121,73373.59874395678,1.0,-45.943355396428686,-61.48654854802527,736328.125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=18000000-19000000,1000000.0,1024,512,known-carrier label: on_fraction=0.05 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0019,11.791128986353849,181640.625,181838.4652501922,74602.42767958564,1.0,-45.49613086403194,-61.79692406066877,735351.5625,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=19000000-20000000,1000000.0,1024,512,known-carrier label: on_fraction=0.07 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0020,11.801247320970605,264648.4375,264936.68861721555,73558.82284055384,1.0,-44.60428169074147,-61.52094531079506,736816.40625,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=20000000-21000000,1000000.0,1024,512,known-carrier label: on_fraction=0.07 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0022,18.96131971003774,342773.4375,343146.7811979434,35633.53198744753,1.0,-34.82308785107428,-62.03790528958656,735351.5625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=22000000-23000000,1000000.0,1024,512,known-carrier label: on_fraction=0.66 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0023,22.409044698114663,179687.5,179883.212935674,37382.81517040642,1.0,-32.39543533531249,-62.31837314632487,743164.0625,0.998912,1,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=23000000-24000000,1000000.0,1024,512,known-carrier label: on_fraction=0.71 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0025,11.889209197948004,167968.75,168151.69904856483,72910.89808232214,1.0,-44.42138413299592,-61.23090130100499,739257.8125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=25000000-26000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +2.9 kHz; rule_detector=0,rsp03_t5
rsp03_t5_RSP-03_5_w0026,11.731574910722616,371093.75,371497.9397584572,79408.12050892985,1.0,-45.715423142021365,-61.42741075398272,736328.125,0.998912,0,0,Data/Satellite_Data_snapshots/RSP-03_5.raw#samples=26000000-27000000,1000000.0,1024,512,known-carrier label: on_fraction=0.06 at +2.9 kHz; rule_detector=0,rsp03_t5
